City,Location,Bedrooms,Price_INR,Area_sqft,Price_per_sqft,Estimated_Monthly_Rent,Gross_Rental_Yield_%,Annual_Rent,Annual_Expenses,NOI,Cap_Rate_%,Down_Payment,Loan_Amount,Monthly_EMI,Annual_EMI,Annual_Cash_Flow,Cash_on_Cash_%,ROI_5_Year_%
Bangalore,Marathahalli,3 BHK,1000000,1184,844.5945946,2269,2.7228,27228,8168.4,19059.6,1.90596,200000,800000,6942.585867,83311.0304,-64251.4304,-32.1257152,21.66529024
Bangalore,Jayanagar,3 BHK,1021000,1225,833.4693878,2198,2.583349657,26376,7912.8,18463.2,1.80834476,204200,816800,7088.38017,85060.56204,-66597.36204,-32.6137914,21.66529024
Bangalore,Sarjapur Road,3 BHK,1032000,1185,870.8860759,2153,2.503488372,25836,7750.8,18085.2,1.75244186,206400,825600,7164.748615,85976.98338,-67891.78338,-32.8933059,21.66529024
Bangalore,Electronic City,3 BHK,1066000,1181,902.6248942,2159,2.430393996,25908,7772.4,18135.6,1.701275797,213200,852800,7400.796534,88809.55841,-70673.95841,-33.14913621,21.66529024
Bangalore,BTM Layout,3 BHK,1076000,1182,910.321489,1959,2.184758364,23508,7052.4,16455.6,1.529330855,215200,860800,7470.222393,89642.66871,-73187.06871,-34.00886093,21.66529024
Bangalore,Yelahanka,3 BHK,1090000,1130,964.6017699,2071,2.28,24852,7455.6,17396.4,1.596,218000,872000,7567.418595,90809.02314,-73412.62314,-33.6755152,21.66529024
Bangalore,JP Nagar,4 BHK,1355000,1377,984.0232389,3111,2.755129151,37332,11199.6,26132.4,1.928590406,271000,1084000,9407.20385,112886.4462,-86754.0462,-32.01256317,21.66529024
Bangalore,Sarjapur Road,4 BHK,1426000,1427,999.2992292,3402,2.8628331,40824,12247.2,28576.8,2.00398317,285200,1140800,9900.127446,118801.5294,-90224.72935,-31.63559935,21.66529024
Bangalore,Yelahanka,4 BHK,1446000,1469,984.3430905,3397,2.819087137,40764,12229.2,28534.8,1.973360996,289200,1156800,10038.97916,120467.75,-91932.94996,-31.78871022,21.66529024
Bangalore,Marathahalli,4 BHK,1492000,1334,1118.44078,3195,2.569705094,38340,11502,26838,1.798793566,298400,1193600,10358.33811,124300.0574,-97462.05736,-32.66154737,21.66529024
Bangalore,Malleshwaram,4 BHK,1573000,1334,1179.16042,3391,2.586904005,40692,12207.6,28484.4,1.810832804,314600,1258400,10920.68757,131048.2508,-102563.8508,-32.60135118,21.66529024
Bangalore,Banashankari,4 BHK,1581000,1426,1108.695652,3082,2.339278937,36984,11095.2,25888.8,1.637495256,316200,1264800,10976.22826,131714.7391,-105825.9391,-33.46803892,21.66529024
Bangalore,Hennur,4 BHK,1608000,1422,1130.801688,3411,2.545522388,40932,12279.6,28652.4,1.781865672,321600,1286400,11163.67807,133964.1369,-105311.7369,-32.74618684,21.66529024
Bangalore,BTM Layout,4 BHK,1614000,1388,1162.824207,3376,2.510037175,40512,12153.6,28358.4,1.757026022,322800,1291200,11205.33359,134464.0031,-106105.6031,-32.87038509,21.66529024
Bangalore,Hoodi,4 BHK,1618000,1460,1108.219178,3334,2.472682324,40008,12002.4,28005.6,1.730877627,323600,1294400,11233.10393,134797.2472,-106791.6472,-33.00112707,21.66529024
Bangalore,Bellandur,4 BHK,1619000,1362,1188.693098,3028,2.244348363,36336,10900.8,25435.2,1.571043854,323800,1295200,11240.04652,134880.5582,-109445.3582,-33.80029593,21.66529024
Bangalore,Hennur,3 BHK,1894000,1694,1118.063754,3870,2.451953537,46440,13932,32508,1.716367476,378800,1515200,13149.25763,157791.0916,-125283.0916,-33.07367782,21.66529024
Bangalore,Ramamurthy Nagar,3 BHK,1905000,1612,1181.761787,4255,2.680314961,51060,15318,35742,1.876220472,381000,1524000,13225.62608,158707.5129,-122965.5129,-32.27441284,21.66529024
Bangalore,Bommanahalli,3 BHK,1923000,1711,1123.90415,4215,2.630265211,50580,15174,35406,1.841185647,384600,1538400,13350.59262,160207.1115,-124801.1115,-32.44958696,21.66529024
Bangalore,Yelahanka,3 BHK,1970000,1591,1238.214959,4122,2.510862944,49464,14839.2,34624.8,1.757604061,394000,1576000,13676.89416,164122.7299,-129497.9299,-32.8674949,21.66529024
Bangalore,Malleshwaram,3 BHK,1998000,1608,1242.537313,4043,2.428228228,48516,14554.8,33961.2,1.69975976,399600,1598400,13871.28656,166455.4387,-132494.2387,-33.1567164,21.66529024
Bangalore,Hoodi,3 BHK,2031000,1731,1173.310225,4460,2.635155096,53520,16056,37464,1.844608567,406200,1624800,14100.3919,169204.7027,-131740.7027,-32.43247237,21.66529024
Bangalore,Bellandur,3 BHK,2042000,1694,1205.430933,3763,2.21136141,45156,13546.8,31609.2,1.547952987,408400,1633600,14176.76034,170121.1241,-138511.9241,-33.91575027,21.66529024
Bangalore,Kasavanahalli,3 BHK,2042000,1695,1204.719764,4165,2.447600392,49980,14994,34986,1.713320274,408400,1633600,14176.76034,170121.1241,-135135.1241,-33.08891383,21.66529024
Bangalore,Sarjapur Road,3 BHK,2049000,1709,1198.946752,4531,2.653587116,54372,16311.6,38060.4,1.857510981,409800,1639200,14225.35844,170704.3013,-132643.9013,-32.3679603,21.66529024
Bangalore,BTM Layout,3 BHK,2184000,1597,1367.564183,3836,2.107692308,46032,13809.6,32222.4,1.475384615,436800,1747200,15162.60753,181951.2904,-149728.8904,-34.27859212,21.66529024
Bangalore,BTM Layout,3 BHK,2727000,1184,2303.209459,6329,2.785038504,75948,22784.4,53163.6,1.949526953,545400,2181600,18932.43166,227189.1799,-174025.5799,-31.90788044,21.66529024
Bangalore,Hoodi,3 BHK,2728000,1168,2335.616438,6421,2.824486804,77052,23115.6,53936.4,1.977140762,545600,2182400,18939.37424,227272.4909,-173336.0909,-31.76981139,21.66529024
Bangalore,Bommanahalli,3 BHK,2731000,1194,2287.269682,6304,2.769974368,75648,22694.4,52953.6,1.938982058,546200,2184800,18960.202,227522.424,-174568.824,-31.96060491,21.66529024
Bangalore,Ramamurthy Nagar,3 BHK,2787000,1163,2396.38865,5641,2.428848224,67692,20307.6,47384.4,1.700193757,557400,2229600,19348.98681,232187.8417,-184803.4417,-33.15454642,21.66529024
Bangalore,Yelahanka,3 BHK,2833000,1145,2474.235808,6067,2.569855277,72804,21841.2,50962.8,1.798898694,566600,2266400,19668.34576,236020.1491,-185057.3491,-32.66102173,21.66529024
Bangalore,Whitefield,3 BHK,3125000,1145,2729.257642,6024,2.313216,72288,21686.4,50601.6,1.6192512,625000,2500000,21695.58083,260346.97,-209745.37,-33.5592592,21.66529024
Bangalore,Hennur,3 BHK,3176000,1183,2684.699915,5997,2.265869018,71964,21589.2,50374.8,1.586108312,635200,2540800,22049.65271,264595.8326,-214221.0326,-33.72497364,21.66529024
Bangalore,Malleshwaram,3 BHK,3242000,1192,2719.798658,6072,2.247501542,72864,21859.2,51004.8,1.57325108,648400,2593600,22507.86338,270094.3606,-219089.5606,-33.7892598,21.66529024
Bangalore,Kasavanahalli,3 BHK,3250000,1203,2701.579385,6080,2.244923077,72960,21888,51072,1.571446154,650000,2600000,22563.40407,270760.8488,-219688.8488,-33.79828443,21.66529024
Bangalore,HSR Layout,3 BHK,3278000,1181,2775.613887,6034,2.208907871,72408,21722.4,50685.6,1.546235509,655600,2622400,22757.79647,273093.5577,-222407.9577,-33.92433765,21.66529024
Bangalore,Malleshwaram,2 BHK,3699000,1456,2540.521978,7673,2.489213301,92076,27622.8,64453.2,1.742449311,739800,2959200,25680.62512,308167.5015,-243714.3015,-32.94326865,21.66529024
Bangalore,Indiranagar,2 BHK,3808000,1551,2455.1902,8409,2.649894958,100908,30272.4,70635.6,1.854926471,761600,3046400,26437.36698,317248.4038,-246612.8038,-32.38088285,21.66529024
Bangalore,HSR Layout,2 BHK,3842000,1522,2524.310118,8210,2.564289433,98520,29556,68964,1.795002603,768400,3073600,26673.4149,320080.9788,-251116.9788,-32.68050219,21.66529024
Bangalore,Bommanahalli,2 BHK,4104000,1514,2710.700132,8014,2.343274854,96168,28850.4,67317.6,1.640292398,820800,3283200,28492.3724,341908.4688,-274590.8688,-33.45405321,21.66529024
Bangalore,Ramamurthy Nagar,2 BHK,4181000,1556,2687.017995,7611,2.18445348,91332,27399.6,63932.4,1.529117436,836200,3344800,29026.95151,348323.4181,-284391.0181,-34.00992802,21.66529024
Bangalore,Koramangala,2 BHK,4229000,1429,2959.412176,8798,2.496476708,105576,31672.8,73903.2,1.747533696,845800,3383200,29360.19563,352322.3476,-278419.1476,-32.91784672,21.66529024
Bangalore,Hebbal,3 BHK,4298000,1507,2852.023889,9666,2.698743602,115992,34797.6,81194.4,1.889120521,859600,3438400,29839.23406,358070.8087,-276876.4087,-32.2099126,21.66529024
Bangalore,Hoodi,2 BHK,4337000,1532,2830.939948,8884,2.458104681,106608,31982.4,74625.6,1.720673276,867400,3469600,30109.9949,361319.9389,-286694.3389,-33.05214882,21.66529024
Bangalore,Hennur,2 BHK,4377000,1528,2864.528796,8340,2.286497601,100080,30024,70056,1.600548321,875400,3501600,30387.69834,364652.3801,-294596.3801,-33.6527736,21.66529024
Bangalore,Kasavanahalli,2 BHK,4385000,1424,3079.353933,8139,2.22732041,97668,29300.4,68367.6,1.559124287,877000,3508000,30443.23903,365318.8683,-296951.2683,-33.85989376,21.66529024
Bangalore,Whitefield,2 BHK,4393000,1494,2940.42838,8457,2.310129752,101484,30445.2,71038.8,1.617090826,878600,3514400,30498.77971,365985.3566,-294946.5566,-33.57006107,21.66529024
Bangalore,Kasavanahalli,3 BHK,4414000,1539,2868.096166,9881,2.686270956,118572,35571.6,83000.4,1.880389669,882800,3531200,30644.57402,367734.8882,-284734.4882,-32.25356686,21.66529024
Bangalore,Hoodi,3 BHK,4482000,1505,2978.07309,10231,2.739223561,122772,36831.6,85940.4,1.917456493,896400,3585600,31116.66986,373400.0383,-287459.6383,-32.06823274,21.66529024
Bangalore,Bommanahalli,3 BHK,4625000,1564,2957.161125,9437,2.448518919,113244,33973.2,79270.8,1.713963243,925000,3700000,32109.45963,385313.5156,-306042.7156,-33.08569899,21.66529024
Bangalore,Electronic City,3 BHK,4791000,1491,3213.279678,10415,2.608641202,124980,37494,87486,1.826048842,958200,3832800,33261.92889,399143.1467,-311657.1467,-32.52527099,21.66529024
Bangalore,HSR Layout,3 BHK,4826000,1447,3335.176227,9185,2.283878989,110220,33066,77154,1.598715292,965200,3860800,33504.91939,402059.0327,-324905.0327,-33.66193874,21.66529024
Bangalore,Whitefield,3 BHK,4917000,1525,3224.262295,9248,2.256985967,110976,33292.8,77683.2,1.579890177,983400,3933600,34136.69471,409640.3365,-331957.1365,-33.75606432,21.66529024
Bangalore,Koramangala,3 BHK,4941000,1531,3227.302417,9471,2.300182149,113652,34095.6,79556.4,1.610127505,988200,3952800,34303.31677,411639.8012,-332083.4012,-33.60487768,21.66529024
Bangalore,Ramamurthy Nagar,2 BHK,4950000,692,7153.179191,9598,2.326787879,115176,34552.8,80623.2,1.628751515,990000,3960000,34365.80004,412389.6005,-331766.4005,-33.51175763,21.66529024
Bangalore,Whitefield,2 BHK,4984000,687,7254.730713,11432,2.752487961,137184,41155.2,96028.8,1.926741573,996800,3987200,34601.84796,415222.1755,-319193.3755,-32.02180734,21.66529024
Bangalore,Ramamurthy Nagar,3 BHK,5033000,1557,3232.498394,9883,2.356367971,118596,35578.8,83017.2,1.64945758,1006600,4026400,34942.03467,419304.416,-336287.216,-33.4082273,21.66529024
Bangalore,Bommanahalli,2 BHK,5047000,649,7776.579353,10874,2.585456707,130488,39146.4,91341.6,1.809819695,1009400,4037600,35039.23087,420470.7704,-329129.1704,-32.60641673,21.66529024
Bangalore,Indiranagar,3 BHK,5093000,1576,3231.598985,9302,2.191714117,111624,33487.2,78136.8,1.534199882,1018600,4074400,35358.58982,424303.0778,-346166.2778,-33.98451579,21.66529024
Bangalore,Jayanagar,2 BHK,5174000,647,7996.90881,11438,2.652802474,137256,41176.8,96079.2,1.856961732,1034800,4139200,35920.93928,431051.2713,-334972.0713,-32.37070654,21.66529024
Bangalore,Indiranagar,2 BHK,5374000,676,7949.704142,10051,2.244361742,120612,36183.6,84428.4,1.571053219,1074800,4299200,37309.45645,447713.4774,-363285.0774,-33.80024911,21.66529024
Bangalore,Electronic City,2 BHK,5375000,659,8156.29742,11096,2.477246512,133152,39945.6,93206.4,1.734072558,1075000,4300000,37316.39903,447796.7884,-354590.3884,-32.98515241,21.66529024
Bangalore,Koramangala,2 BHK,5401000,696,7760.057471,9985,2.21847806,119820,35946,83874,1.552934642,1080200,4320800,37496.90627,449962.8752,-366088.8752,-33.89084199,21.66529024
Bangalore,HSR Layout,2 BHK,5443000,685,7945.985401,11445,2.52324086,137340,41202,96138,1.766268602,1088600,4354400,37788.49487,453461.9385,-357323.9385,-32.82417219,21.66529024
Bangalore,Hebbal,2 BHK,5455000,696,7837.643678,10820,2.38020165,129840,38952,90888,1.666141155,1091000,4364000,37871.8059,454461.6708,-363573.6708,-33.32480943,21.66529024
Bangalore,Kasavanahalli,2 BHK,5474000,706,7753.541076,10514,2.304859335,126168,37850.4,88317.6,1.613401535,1094800,4379200,38003.71504,456044.5804,-367726.9804,-33.58850753,21.66529024
Bangalore,Koramangala,3 BHK,5594000,1177,4752.761257,11271,2.417804791,135252,40575.6,94676.4,1.692463354,1118800,4475200,38836.82534,466041.9041,-371365.5041,-33.19319843,21.66529024
Bangalore,Indiranagar,3 BHK,5613000,1194,4701.005025,12522,2.677071085,150264,45079.2,105184.8,1.873949759,1122600,4490400,38968.73447,467624.8137,-362440.0137,-32.2857664,21.66529024
Bangalore,Jayanagar,3 BHK,5635000,1210,4657.024793,13286,2.82931677,159432,47829.6,111602.4,1.980521739,1127000,4508000,39121.47136,469457.6563,-357855.2563,-31.75290651,21.66529024
Bangalore,Whitefield,3 BHK,5984000,1226,4880.91354,11980,2.402406417,143760,43128,100632,1.681684492,1196800,4787200,41544.43383,498533.2059,-397901.2059,-33.24709274,21.66529024
Bangalore,JP Nagar,3 BHK,5988000,1127,5313.220941,12103,2.425450902,145236,43570.8,101665.2,1.697815631,1197600,4790400,41572.20417,498866.4501,-397201.2501,-33.16643705,21.66529024
Bangalore,Banashankari,3 BHK,6141000,1146,5358.638743,12210,2.38593063,146520,43956,102564,1.670151441,1228200,4912800,42634.41981,511613.0377,-409049.0377,-33.304758,21.66529024
Bangalore,Hebbal,3 BHK,6203000,1113,5573.225517,11946,2.311010801,143352,43005.6,100346.4,1.617707561,1240600,4962400,43064.86013,516778.3216,-416431.9216,-33.5669774,21.66529024
Bangalore,Marathahalli,3 BHK,6281000,1213,5178.070899,11322,2.163095049,135864,40759.2,95104.8,1.514166534,1256200,5024800,43606.38183,523276.582,-428171.782,-34.08468253,21.66529024
Bangalore,HSR Layout,3 BHK,6285000,1141,5508.32603,12855,2.454415274,154260,46278,107982,1.718090692,1257000,5028000,43634.15217,523609.8261,-415627.8261,-33.06506174,21.66529024
Bangalore,Yelahanka,3 BHK,6311000,1422,4438.115331,14814,2.81679607,177768,53330.4,124437.6,1.971757249,1262200,5048800,43814.65941,525775.9129,-401338.3129,-31.79672896,21.66529024
Bangalore,Banashankari,3 BHK,6330000,1427,4435.879467,14668,2.780663507,176016,52804.8,123211.2,1.946464455,1266000,5064000,43946.56854,527358.8225,-404147.6225,-31.92319293,21.66529024
Bangalore,Sarjapur Road,3 BHK,6361000,1433,4438.939288,15136,2.855400094,181632,54489.6,127142.4,1.998780066,1272200,5088800,44161.7887,529941.4644,-402799.0644,-31.66161487,21.66529024
Bangalore,Bellandur,3 BHK,6491000,1441,4504.510756,15736,2.909135726,188832,56649.6,132182.4,2.036395008,1298200,5192800,45064.32486,540771.8983,-408589.4983,-31.47354016,21.66529024
Bangalore,Electronic City,3 BHK,6529000,1154,5657.712305,13163,2.419298514,157956,47386.8,110569.2,1.69350896,1305800,5223200,45328.14313,543937.7175,-433368.5175,-33.1879704,21.66529024
Bangalore,Jayanagar,3 BHK,6701000,1389,4824.334053,14149,2.533771079,169788,50936.4,118851.6,1.773639755,1340200,5360800,46522.26789,558267.2147,-439415.6147,-32.78731643,21.66529024
Bangalore,JP Nagar,3 BHK,6796000,1279,5313.526192,16965,2.995585639,203580,61074,142506,2.096909947,1359200,5436800,47181.81355,566181.7626,-423675.7626,-31.17096547,21.66529024
Bangalore,Sarjapur Road,3 BHK,6825000,1255,5438.247012,14685,2.581978022,176220,52866,123354,1.807384615,1365000,5460000,47383.14854,568597.7825,-445243.7825,-32.61859212,21.66529024
Bangalore,Marathahalli,3 BHK,6827000,1445,4724.567474,13717,2.411073678,164604,49381.2,115222.8,1.687751575,1365400,5461600,47397.03371,568764.4046,-453541.6046,-33.21675733,21.66529024
Bangalore,Marathahalli,3 BHK,6836000,1169,5847.733105,17118,3.004915155,205416,61624.8,143791.2,2.103440609,1367200,5468800,47459.51699,569514.2038,-425723.0038,-31.13831216,21.66529024
Bangalore,Hoodi,3 BHK,6852000,1198,5719.532554,15246,2.670052539,182952,54885.6,128066.4,1.869036778,1370400,5481600,47570.59836,570847.1803,-442780.7803,-32.31033131,21.66529024
Bangalore,Marathahalli,2 BHK,6919000,702,9856.125356,14716,2.552276341,176592,52977.6,123614.4,1.786593438,1383800,5535200,48035.75161,576429.0194,-452814.6194,-32.72254801,21.66529024
Bangalore,Hebbal,2 BHK,6933000,657,10552.51142,15446,2.673474686,185352,55605.6,129746.4,1.87143228,1386600,5546400,48132.94782,577595.3738,-447848.9738,-32.2983538,21.66529024
Bangalore,Yelahanka,3 BHK,6992000,1252,5584.664537,15919,2.732093822,191028,57308.4,133719.6,1.912465675,1398400,5593600,48542.56038,582510.7246,-448791.1246,-32.09318683,21.66529024
Bangalore,Yelahanka,2 BHK,7044000,663,10624.43439,16091,2.741226576,193092,57927.6,135164.4,1.918858603,1408800,5635200,48903.57485,586842.8982,-451678.4982,-32.06122219,21.66529024
Bangalore,Bellandur,3 BHK,7064000,1227,5757.131214,16406,2.786976217,196872,59061.6,137810.4,1.950883352,1412800,5651200,49042.42656,588509.1188,-450698.7188,-31.90109844,21.66529024
Bangalore,Hennur,3 BHK,7117000,1241,5734.891217,15490,2.611774624,185880,55764,130116,1.828242237,1423400,5693600,49410.38361,592924.6034,-462808.6034,-32.51430402,21.66529024
Bangalore,BTM Layout,2 BHK,7218000,664,10870.48193,15875,2.639235245,190500,57150,133350,1.847464672,1443600,5774400,50111.58479,601339.0174,-467989.0174,-32.41819184,21.66529024
Bangalore,Ramamurthy Nagar,2 BHK,7230000,1192,6065.436242,15618,2.59219917,187416,56224.8,131191.2,1.814539419,1446000,5784000,50194.89582,602338.7498,-471147.5498,-32.58281811,21.66529024
Bangalore,Bellandur,2 BHK,7237000,1136,6370.598592,17018,2.821832251,204216,61264.8,142951.2,1.975282576,1447400,5789600,50243.49392,602921.927,-459970.727,-31.77910232,21.66529024
Bangalore,Hoodi,2 BHK,7271000,1176,6182.823129,18099,2.987044423,217188,65156.4,152031.6,2.090931096,1454200,5816800,50479.54184,605754.5021,-453722.9021,-31.20085972,21.66529024
Bangalore,JP Nagar,3 BHK,7277000,1340,5430.597015,13225,2.180843754,158700,47610,111090,1.526590628,1455400,5821600,50521.19735,606254.3682,-495164.3682,-34.02256206,21.66529024
Bangalore,Malleshwaram,2 BHK,7301000,645,11319.37984,15581,2.560909464,186972,56091.6,130880.4,1.792636625,1460200,5840800,50687.81941,608253.833,-477373.433,-32.69233208,21.66529024
Bangalore,Sarjapur Road,2 BHK,7370000,1149,6414.273281,17773,2.893839891,213276,63982.8,149293.2,2.025687924,1474000,5896000,51166.85784,614002.2941,-464709.0941,-31.52707558,21.66529024
Bangalore,Bellandur,2 BHK,7378000,646,11421.05263,14797,2.406668474,177564,53269.2,124294.8,1.684667932,1475600,5902400,51222.39853,614668.7823,-490373.9823,-33.23217554,21.66529024
Bangalore,Malleshwaram,3 BHK,7452000,1213,6143.446002,16682,2.686312399,200184,60055.2,140128.8,1.88041868,1490400,5961600,51736.14988,620833.7986,-480704.9986,-32.2534218,21.66529024
Bangalore,Jayanagar,2 BHK,7489000,659,11364.18816,14204,2.275978101,170448,51134.4,119313.6,1.593184671,1497800,5991200,51993.02556,623916.3067,-504602.7067,-33.68959185,21.66529024
Bangalore,Yelahanka,2 BHK,7499000,1145,6549.344978,15929,2.548979864,191148,57344.4,133803.6,1.784285905,1499800,5999200,52062.45142,624749.417,-490945.817,-32.73408568,21.66529024
Bangalore,Electronic City,3 BHK,7511000,1442,5208.737864,13810,2.206363999,165720,49716,116004,1.5444548,1502200,6008800,52145.76245,625749.1494,-509745.1494,-33.9332412,21.66529024
Bangalore,BTM Layout,3 BHK,7584000,1197,6335.839599,16773,2.653955696,201276,60382.8,140893.2,1.857768987,1516800,6067200,52652.57121,631830.8546,-490937.6546,-32.36667026,21.66529024
Bangalore,Malleshwaram,2 BHK,7642000,1191,6416.456759,16701,2.622507197,200412,60123.6,140288.4,1.835755038,1528400,6113600,53055.2412,636662.8943,-496374.4943,-32.47674001,21.66529024
Bangalore,Sarjapur Road,2 BHK,7656000,673,11375.92868,15094,2.365830721,181128,54338.4,126789.6,1.656081505,1531200,6124800,53152.4374,637829.2488,-511039.6488,-33.37510768,21.66529024
Bangalore,Indiranagar,3 BHK,7685000,1431,5370.37037,13731,2.144072869,164772,49431.6,115340.4,1.500851008,1537000,6148000,53353.77239,640245.2686,-524904.8686,-34.15126016,21.66529024
Bangalore,Hebbal,3 BHK,7687000,1434,5360.529986,14995,2.340835176,179940,53982,125958,1.638584623,1537400,6149600,53367.65756,640411.8907,-514453.8907,-33.46259208,21.66529024
Bangalore,Banashankari,3 BHK,7749000,1166,6645.797599,17061,2.642044135,204732,61419.6,143312.4,1.849430894,1549800,6199200,53798.09788,645577.1746,-502264.7746,-32.40836073,21.66529024
Bangalore,Whitefield,3 BHK,7983000,643,12415.24106,16636,2.500714017,199632,59889.6,139742.4,1.750499812,1596600,6386400,55422.66298,665071.9557,-525329.5557,-32.90301614,21.66529024
Bangalore,Marathahalli,2 BHK,7986000,1103,7240.253853,16638,2.500075131,199656,59896.8,139759.2,1.750052592,1597200,6388800,55443.49073,665321.8888,-525562.6888,-32.90525224,21.66529024
Bangalore,Whitefield,2 BHK,7996000,1553,5148.744366,19256,2.889844922,231072,69321.6,161750.4,2.022891446,1599200,6396800,55512.91659,666154.9991,-504404.5991,-31.54105797,21.66529024
Bangalore,Hoodi,3 BHK,8059000,657,12266.36225,19541,2.909691029,234492,70347.6,164144.4,2.03678372,1611800,6447200,55950.2995,671403.594,-507259.194,-31.4715966,21.66529024
Bangalore,JP Nagar,2 BHK,8125000,668,12163.17365,14441,2.132824615,173292,51987.6,121304.4,1.492977231,1625000,6500000,56408.51017,676902.122,-555597.722,-34.19062905,21.66529024
Bangalore,Banashankari,2 BHK,8138000,686,11862.97376,16047,2.36623249,192564,57769.2,134794.8,1.656362743,1627600,6510400,56498.76379,677985.1654,-543190.3654,-33.37370149,21.66529024
Bangalore,Bommanahalli,3 BHK,8185000,698,11726.36103,19874,2.91372022,238488,71546.4,166941.6,2.039604154,1637000,6548000,56825.06532,681900.7838,-514959.1838,-31.45749443,21.66529024
Bangalore,HSR Layout,2 BHK,8236000,1696,4856.132075,20241,2.949150073,242892,72867.6,170024.4,2.064405051,1647200,6588800,57179.1372,686149.6464,-516125.2464,-31.33348995,21.66529024
Bangalore,Kasavanahalli,2 BHK,8258000,1533,5386.823222,18388,2.672027125,220656,66196.8,154459.2,1.870418988,1651600,6606400,57331.87409,687982.4891,-533523.2891,-32.30342026,21.66529024
Bangalore,Malleshwaram,2 BHK,8309000,1574,5278.907243,16327,2.357973282,195924,58777.2,137146.8,1.650581297,1661800,6647200,57685.94597,692231.3516,-555084.5516,-33.40260871,21.66529024
Bangalore,Kasavanahalli,3 BHK,8408000,661,12720.12103,18105,2.58396765,217260,65178,152082,1.808777355,1681600,6726400,58373.26197,700479.1436,-548397.1436,-32.61162843,21.66529024
Bangalore,Yelahanka,2 BHK,8528000,1471,5797.416723,19603,2.758395872,235236,70570.8,164665.2,1.930877111,1705600,6822400,59206.37227,710476.4673,-545811.2673,-32.00112965,21.66529024
Bangalore,Hennur,2 BHK,8531000,1139,7489.903424,18207,2.561059665,218484,65545.2,152938.8,1.792741765,1706200,6824800,59227.20003,710726.4004,-557787.6004,-32.69180637,21.66529024
Bangalore,BTM Layout,2 BHK,8560000,1161,7372.95435,15116,2.119065421,181392,54417.6,126974.4,1.483345794,1712000,6848000,59428.53502,713142.4203,-586168.0203,-34.23878623,21.66529024
Bangalore,BTM Layout,3 BHK,8623000,654,13185.01529,16750,2.330975299,201000,60300,140700,1.631682709,1724600,6898400,59865.91793,718391.0152,-577691.0152,-33.49710166,21.66529024
