title,city,location,bedrooms,price_inr,area_sqft,price_per_sqft,estimated_monthly_rent
"2 BHK Apartment in hsr layout, Bangalore",Bangalore,hsr layout,2,5832370,799.3,9361.79,28627
"3 BHK Apartment in dattwadi, Bangalore",Bangalore,dattwadi,3,5829369,827.1,9560.72,24870
"4 BHK Apartment in whitefield, Bangalore",Bangalore,whitefield,4,11655933,1377.2,7360.74,39793
"3 BHK Apartment in bellandur, Bangalore",Bangalore,bellandur,3,7644954,881,7440.1,30149
"4 BHK Apartment in whitefield, Bangalore",Bangalore,whitefield,4,35260802,1656.5,8111.79,130709
"3 BHK Apartment in yelahanka, Bangalore",Bangalore,yelahanka,3,6916201,744.5,9561.45,26085
"4 BHK Apartment in hinjawadi phase 1, Bangalore",Bangalore,hinjawadi phase 1,4,15229180,1668.4,7323.57,57988
"2 BHK Apartment in powai, Mumbai",Mumbai,powai,2,13223534,1161,7419.62,48906
"3 BHK Apartment in andheri west, Mumbai",Mumbai,andheri west,3,7470570,703.5,9451.1,29938
"3 BHK Apartment in goregaon east, Mumbai",Mumbai,goregaon east,3,8577995,828.6,19119.35,39558
"4 BHK Apartment in indiranagar, Bangalore",Bangalore,indiranagar,4,9219876,1220.4,13815.32,41102
"3 BHK Apartment in bandra west, Mumbai",Mumbai,bandra west,3,21924040,1665.4,7554.67,92830
"3 BHK Apartment in wadmukhwadi, Bangalore",Bangalore,wadmukhwadi,3,3241509,1251.8,2792.79,13443
"3 BHK Apartment in goregaon west, Mumbai",Mumbai,goregaon west,3,5184324,993.6,14084.51,18378
"3 BHK Apartment in udhyog nagar, Bangalore",Bangalore,udhyog nagar,3,5210732,721.5,19634.15,20651
"2 BHK Apartment in kotwal wadi, Bangalore",Bangalore,kotwal wadi,2,9526594,1056.7,2612.8,36271
"2 BHK Apartment in prabhag 36, Mumbai",Mumbai,prabhag 36,2,10333823,1041.7,14780.41,43492
"4 BHK Apartment in goregaon east, Mumbai",Mumbai,goregaon east,4,13398795,1339.2,7461.96,50339
"3 BHK Apartment in kotwal nagar, Mumbai",Mumbai,kotwal nagar,3,9868732,799.6,8173.97,39405
"3 BHK Apartment in wadmukhwadi, Mumbai",Mumbai,wadmukhwadi,3,15097762,1332.8,2792.79,54631
"2 BHK Apartment in hsr layout, Bangalore",Bangalore,hsr layout,2,5537783,751.5,7779.35,23149
"3 BHK Apartment in jijai nagar, Mumbai",Mumbai,jijai nagar,3,7783233,820.8,17857.14,32704
"3 BHK Apartment in pandhari nagar, Mumbai",Mumbai,pandhari nagar,3,16221687,1562.4,2963.31,74470
"3 BHK Apartment in bellagio, Mumbai",Mumbai,bellagio,3,23732745,875,7545.1,80407
"3 BHK Apartment in laxmi nagar, Mumbai",Mumbai,laxmi nagar,3,10369663,801.3,7824.81,41890
"4 BHK Apartment in mohan nagar co-op society, Bangalore",Bangalore,mohan nagar co-op society,4,10890952,1350.8,7651.11,45175
"3 BHK Apartment in koramangala, Bangalore",Bangalore,koramangala,3,14335770,1648.9,7360.74,65510
"3 BHK Apartment in yelahanka, Bangalore",Bangalore,yelahanka,3,7251578,943,11931.82,31296
"3 BHK Apartment in kuthwad colony, Mumbai",Mumbai,kuthwad colony,3,8419239,802.2,7548.97,35541
"4 BHK Apartment in powai, Mumbai",Mumbai,powai,4,31116385,1284.1,7461.96,100538
"3 BHK Apartment in hinjawadi phase 1, Bangalore",Bangalore,hinjawadi phase 1,3,6941169,757.8,8648.86,22882
"2 BHK Apartment in atur nagar, Bangalore",Bangalore,atur nagar,2,10101560,1284.3,2753.96,39316
"3 BHK Apartment in eon free zone, Bangalore",Bangalore,eon free zone,3,2801606,886.7,18083.96,11889
"4 BHK Apartment in dattwadi, Bangalore",Bangalore,dattwadi,4,8232706,1074.6,7253.46,29854
"3 BHK Apartment in sant nagar, Bangalore",Bangalore,sant nagar,3,8389432,838.9,8849.56,34116
"3 BHK Apartment in electronic city, Bangalore",Bangalore,electronic city,3,2335371,718.1,7661.56,9063
"4 BHK Apartment in nilanjali society, Mumbai",Mumbai,nilanjali society,4,14998871,1704,20953.05,66617
"3 BHK Apartment in kotwal nagar, Mumbai",Mumbai,kotwal nagar,3,21308011,816.9,8173.97,75850
"2 BHK Apartment in ramya nagari, Mumbai",Mumbai,ramya nagari,2,15508017,1585.1,7043.73,66922
"3 BHK Apartment in hsr layout, Bangalore",Bangalore,hsr layout,3,4056565,1521.4,7311.44,18039
"3 BHK Apartment in mhada colony, Bangalore",Bangalore,mhada colony,3,2391779,775.4,14712.39,10009
"3 BHK Apartment in andheri west, Mumbai",Mumbai,andheri west,3,21756704,935.7,9366.31,84073
"4 BHK Apartment in bandra west, Mumbai",Mumbai,bandra west,4,15237950,1417.6,8111.79,65002
"2 BHK Apartment in kotwal wadi, Bangalore",Bangalore,kotwal wadi,2,6815880,691.8,9496.61,27337
"3 BHK Apartment in kotwal nagar, Bangalore",Bangalore,kotwal nagar,3,27280047,1362.6,13137.11,121630
"2 BHK Apartment in dhayari phata, Bangalore",Bangalore,dhayari phata,2,20706162,1258.6,2750.79,80119
"3 BHK Apartment in ram nagar, Mumbai",Mumbai,ram nagar,3,12403949,1071.4,6728.16,45154
"3 BHK Apartment in kharalwadi, Bangalore",Bangalore,kharalwadi,3,8113136,1196.8,7890.01,36128
"2 BHK Apartment in dattwadi, Mumbai",Mumbai,dattwadi,2,8174521,746.1,7376.61,31251
"3 BHK Apartment in jijai nagar, Bangalore",Bangalore,jijai nagar,3,6653188,833.5,17857.14,26418
"2 BHK Apartment in dhayari phata, Bangalore",Bangalore,dhayari phata,2,16947089,1683,2717.62,74237
"4 BHK Apartment in kishkinda nagar, Mumbai",Mumbai,kishkinda nagar,4,12954097,1303.5,17379.12,54522
"4 BHK Apartment in chovisawadi, Bangalore",Bangalore,chovisawadi,4,10051837,1390,2741.66,46340
"2 BHK Apartment in laxmi nagar, Bangalore",Bangalore,laxmi nagar,2,4596694,663.4,8069.23,22256
"2 BHK Apartment in bandra east, Mumbai",Mumbai,bandra east,2,3324138,712.6,7351.46,10758
"3 BHK Apartment in malad west, Mumbai",Mumbai,malad west,3,17951648,1224.3,7554.67,59942
"3 BHK Apartment in bandra east, Mumbai",Mumbai,bandra east,3,40122607,1209.4,3734.3,131508
"3 BHK Apartment in bandra east, Mumbai",Mumbai,bandra east,3,21889545,885.4,9423.51,85021
"3 BHK Apartment in saint tukaram nagar, Bangalore",Bangalore,saint tukaram nagar,3,6409142,793,7683.27,27959
"3 BHK Apartment in whitefield, Bangalore",Bangalore,whitefield,3,18924150,1387.4,7265.79,71548
"2 BHK Apartment in marathahalli, Bangalore",Bangalore,marathahalli,2,21945726,1129.8,7419.62,74082
"3 BHK Apartment in udhyog nagar, Mumbai",Mumbai,udhyog nagar,3,3766570,988.6,19634.15,13120
"2 BHK Apartment in bellagio, Bangalore",Bangalore,bellagio,2,9448430,1197.3,2555.83,40565
"3 BHK Apartment in hinjawadi phase 1, Bangalore",Bangalore,hinjawadi phase 1,3,5896644,752.5,8929.65,22462
"2 BHK Apartment in bellandur, Bangalore",Bangalore,bellandur,2,14158159,1536.1,3634.31,57512
"2 BHK Apartment in tyni audyogic wasahat, Bangalore",Bangalore,tyni audyogic wasahat,2,10970087,1306.9,2020.56,43264
"4 BHK Apartment in kotwal nagar, Bangalore",Bangalore,kotwal nagar,4,8927344,1301.9,7505.81,36076
"2 BHK Apartment in powai, Mumbai",Mumbai,powai,2,3855627,1394.2,7323.57,16422
"4 BHK Apartment in bandra east, Mumbai",Mumbai,bandra east,4,12544581,1133.5,7077.26,53840
"4 BHK Apartment in chovisawadi, Mumbai",Mumbai,chovisawadi,4,30933680,1699.3,2741.66,139528
"3 BHK Apartment in hsr layout, Bangalore",Bangalore,hsr layout,3,6342385,753.6,7984.6,22056
"2 BHK Apartment in bellagio, Mumbai",Mumbai,bellagio,2,10360036,1129.2,2555.83,43500
"2 BHK Apartment in wadmukhwadi, Bangalore",Bangalore,wadmukhwadi,2,7954444,1065.9,2532.67,38448
"3 BHK Apartment in midc, Mumbai",Mumbai,midc,3,12666016,1464.7,2656.21,57357
"3 BHK Apartment in whitefield, Bangalore",Bangalore,whitefield,3,10194141,1334.5,3647.1,44952
"4 BHK Apartment in rakshak nagar, Bangalore",Bangalore,rakshak nagar,4,11995148,1462.3,7159.09,51555
"3 BHK Apartment in hinjawadi phase 1, Mumbai",Mumbai,hinjawadi phase 1,3,10888192,1032.4,8849.56,41198
"3 BHK Apartment in rakshak nagar, Bangalore",Bangalore,rakshak nagar,3,10309408,1033.5,7585.89,41888
"3 BHK Apartment in pandhari nagar, Mumbai",Mumbai,pandhari nagar,3,17161625,1633.6,2963.31,64188
"2 BHK Apartment in goregaon west, Mumbai",Mumbai,goregaon west,2,2921182,798.5,7779.35,11275
"4 BHK Apartment in marathahalli, Bangalore",Bangalore,marathahalli,4,11492145,1459.9,20672.74,47460
"2 BHK Apartment in prabhag 36, Bangalore",Bangalore,prabhag 36,2,21360081,1125.2,14780.41,75559
"4 BHK Apartment in goregaon west, Mumbai",Mumbai,goregaon west,4,21452303,1301,14151.62,88554
"3 BHK Apartment in whitefield, Bangalore",Bangalore,whitefield,3,10421228,1227.3,7481.48,44158
"2 BHK Apartment in dattwadi, Mumbai",Mumbai,dattwadi,2,3845887,896.5,7991.01,12698
"3 BHK Apartment in hinjawadi phase 1, Bangalore",Bangalore,hinjawadi phase 1,3,6702201,782.1,8929.65,26414
"4 BHK Apartment in dattwadi, Mumbai",Mumbai,dattwadi,4,38532370,1237.8,7640.26,126303
"2 BHK Apartment in malad west, Mumbai",Mumbai,malad west,2,15514606,821.9,9521.2,58382
"2 BHK Apartment in siddharth nagar, Mumbai",Mumbai,siddharth nagar,2,9207529,801,16100.63,36312
"2 BHK Apartment in kotwal wadi, Bangalore",Bangalore,kotwal wadi,2,6234012,765.6,9496.61,22373
"3 BHK Apartment in bellandur, Bangalore",Bangalore,bellandur,3,7443487,865,8668.35,26896
"3 BHK Apartment in kharalwadi, Bangalore",Bangalore,kharalwadi,3,10814681,1159.9,7890.01,36611
"2 BHK Apartment in shree siddhivinayak meera, Bangalore",Bangalore,shree siddhivinayak meera,2,5676708,1439.2,3146.9,19344
"4 BHK Apartment in andheri east, Mumbai",Mumbai,andheri east,4,17393167,1440.4,14151.62,76295
"2 BHK Apartment in dattwadi, Bangalore",Bangalore,dattwadi,2,7433699,819.7,7991.01,28111
"3 BHK Apartment in jijai nagar, Bangalore",Bangalore,jijai nagar,3,5042818,706.5,17857.14,24939
"3 BHK Apartment in malwadi, Mumbai",Mumbai,malwadi,3,11575407,1082,7294.62,51612
"2 BHK Apartment in hinjawadi phase 1, Bangalore",Bangalore,hinjawadi phase 1,2,8351597,829.3,9466.92,35854
"2 BHK Apartment in hinjawadi phase 1, Mumbai",Mumbai,hinjawadi phase 1,2,8273653,767,9466.92,31699
"3 BHK Apartment in andheri west, Mumbai",Mumbai,andheri west,3,20971250,809.9,6724.64,71206
"3 BHK Apartment in borhade wadi, Bangalore",Bangalore,borhade wadi,3,17340370,825.6,9460.46,77885
"2 BHK Apartment in mukai nagar, Bangalore",Bangalore,mukai nagar,2,13668012,1317.1,8374.04,50664
"3 BHK Apartment in bellandur, Bangalore",Bangalore,bellandur,3,16718128,1260.6,7417.15,66379
"4 BHK Apartment in andheri east, Mumbai",Mumbai,andheri east,4,14945527,1285.3,13652.61,64940
"3 BHK Apartment in ramtekdi industrial area, Mumbai",Mumbai,ramtekdi industrial area,3,15887393,1388.2,9284.63,66362
"3 BHK Apartment in bellandur, Bangalore",Bangalore,bellandur,3,5065010,1314.9,8982.93,19107
"4 BHK Apartment in goregaon west, Mumbai",Mumbai,goregaon west,4,26659057,1495.1,13815.32,106332
"2 BHK Apartment in shree siddhivinayak meera, Bangalore",Bangalore,shree siddhivinayak meera,2,27565383,1357.4,2746.93,93999
"3 BHK Apartment in goregaon east, Mumbai",Mumbai,goregaon east,3,14049258,648.5,8554.16,50806
"3 BHK Apartment in kumar samrudhi society, Bangalore",Bangalore,kumar samrudhi society,3,11459183,1517.7,6689.38,41515
"4 BHK Apartment in shankar kalat nagar, Mumbai",Mumbai,shankar kalat nagar,4,15107044,1290.1,19621.58,54836
"3 BHK Apartment in dattwadi, Bangalore",Bangalore,dattwadi,3,7405283,915.9,8393.48,29071
"3 BHK Apartment in indiranagar, Bangalore",Bangalore,indiranagar,3,4516572,1322.5,7625.86,15926
"2 BHK Apartment in dattwadi, Mumbai",Mumbai,dattwadi,2,19782214,751.7,7991.01,78255
"3 BHK Apartment in bellandur, Bangalore",Bangalore,bellandur,3,8008957,793.5,8612.5,30054
"3 BHK Apartment in indiranagar, Bangalore",Bangalore,indiranagar,3,14588299,1559.8,3647.1,57156
"3 BHK Apartment in electronic city, Bangalore",Bangalore,electronic city,3,2327966,828.5,14084.51,8349
"4 BHK Apartment in goregaon east, Mumbai",Mumbai,goregaon east,4,6061336,1546.4,7360.74,25195
"3 BHK Apartment in saint tukaram nagar, Bangalore",Bangalore,saint tukaram nagar,3,14623992,772.5,7683.27,52443
"3 BHK Apartment in indiranagar, Bangalore",Bangalore,indiranagar,3,2603405,794.3,8665.82,9580
"4 BHK Apartment in prabhag 36, Mumbai",Mumbai,prabhag 36,4,27408195,1470.1,20182.2,89622
"2 BHK Apartment in shree siddhivinayak meera, Mumbai",Mumbai,shree siddhivinayak meera,2,6277887,1194.8,2746.93,24860
"3 BHK Apartment in goregaon west, Mumbai",Mumbai,goregaon west,3,13493832,1202.7,7481.48,47748
"3 BHK Apartment in gujrat colony, Mumbai",Mumbai,gujrat colony,3,3409922,860.3,18819.19,14325
"3 BHK Apartment in kumar samrudhi society, Bangalore",Bangalore,kumar samrudhi society,3,10206304,1504,7651.11,39467
"3 BHK Apartment in mokai vasti, Mumbai",Mumbai,mokai vasti,3,18158140,1026,7147.63,72910
"2 BHK Apartment in kotwal nagar, Bangalore",Bangalore,kotwal nagar,2,33027422,1468.1,2497.29,120691
"3 BHK Apartment in anand park nagar, Mumbai",Mumbai,anand park nagar,3,14866151,1203.3,6696.67,64488
"3 BHK Apartment in rakshak nagar, Bangalore",Bangalore,rakshak nagar,3,7542916,902.7,9314.49,33307
"3 BHK Apartment in andheri east, Mumbai",Mumbai,andheri east,3,9110642,850.4,19634.15,36162
"3 BHK Apartment in mhada colony, Bangalore",Bangalore,mhada colony,3,7194621,829.2,14712.39,28732
"3 BHK Apartment in atul nagar, Bangalore",Bangalore,atul nagar,3,12111520,1224,7306.27,47623
"4 BHK Apartment in dattwadi, Bangalore",Bangalore,dattwadi,4,21506148,1244.3,7640.26,82983
"4 BHK Apartment in hsr layout, Bangalore",Bangalore,hsr layout,4,21311983,1291.2,16379.31,94974
"4 BHK Apartment in rakshak nagar, Bangalore",Bangalore,rakshak nagar,4,12628940,1509.6,7238.23,51463
"3 BHK Apartment in bellandur, Bangalore",Bangalore,bellandur,3,17982018,1125.7,2363.93,72909
"3 BHK Apartment in saint tukaram nagar, Bangalore",Bangalore,saint tukaram nagar,3,4568160,1384.3,3422.85,18393
"2 BHK Apartment in shree siddhivinayak meera, Mumbai",Mumbai,shree siddhivinayak meera,2,31138989,1254.1,2746.93,137741
"3 BHK Apartment in yelahanka, Bangalore",Bangalore,yelahanka,3,2084999,694.4,7419.74,8527
"3 BHK Apartment in indiranagar, Bangalore",Bangalore,indiranagar,3,2103963,755.9,9366.31,7496
"3 BHK Apartment in bellandur, Bangalore",Bangalore,bellandur,3,22888910,1582.7,7554.67,100520
"4 BHK Apartment in ashok nagar, Mumbai",Mumbai,ashok nagar,4,42574692,1673.2,7312.36,166282
"2 BHK Apartment in laxmi vihar, Mumbai",Mumbai,laxmi vihar,2,6090569,667.4,7531.7,25018
"3 BHK Apartment in andheri west, Mumbai",Mumbai,andheri west,3,15476603,1380.2,7311.44,52538
"4 BHK Apartment in hsr layout, Bangalore",Bangalore,hsr layout,4,10685908,1329.2,13227.89,40244
"3 BHK Apartment in kumar samrudhi society, Bangalore",Bangalore,kumar samrudhi society,3,11604041,1404.9,6689.38,46480
"4 BHK Apartment in kishkinda nagar, Mumbai",Mumbai,kishkinda nagar,4,17489239,1386.9,17379.12,76628
"2 BHK Apartment in shani nagar, Bangalore",Bangalore,shani nagar,2,24875692,1311.4,7792.33,112240
"2 BHK Apartment in prabhag 36, Bangalore",Bangalore,prabhag 36,2,4676704,1245.3,14780.41,17935
"3 BHK Apartment in saint tukaram nagar, Bangalore",Bangalore,saint tukaram nagar,3,8850163,833.9,8841.81,29634
"3 BHK Apartment in borhade wadi, Mumbai",Mumbai,borhade wadi,3,13924578,615.7,9460.46,46998
"2 BHK Apartment in dattwadi, Mumbai",Mumbai,dattwadi,2,8448966,811.5,7376.61,34191
"3 BHK Apartment in hsr layout, Bangalore",Bangalore,hsr layout,3,2309684,808.6,9561.45,9422
"3 BHK Apartment in hills & dales, Bangalore",Bangalore,hills & dales,3,8542609,855.7,8558.49,35751
"3 BHK Apartment in dattwadi, Mumbai",Mumbai,dattwadi,3,11793949,1074,8257.8,42310
"3 BHK Apartment in goregaon west, Mumbai",Mumbai,goregaon west,3,7460849,694.3,7729.25,26149
"4 BHK Apartment in koregaon park annexe, Mumbai",Mumbai,koregaon park annexe,4,27224329,1463.1,13338.09,118292
"3 BHK Apartment in bellandur, Bangalore",Bangalore,bellandur,3,12656561,1484.3,7554.67,52471
"3 BHK Apartment in malad west, Mumbai",Mumbai,malad west,3,16069902,1523.4,7172.13,66392
"3 BHK Apartment in electronic city, Bangalore",Bangalore,electronic city,3,8668065,935.7,7122.36,33638
"4 BHK Apartment in kishkinda nagar, Mumbai",Mumbai,kishkinda nagar,4,34015145,1345.2,17379.12,142792
"3 BHK Apartment in sagar co-operative housing society, Bangalore",Bangalore,sagar co-operative housing society,3,11648864,1372.4,7483.44,44545
"3 BHK Apartment in electronic city, Bangalore",Bangalore,electronic city,3,16782042,964.6,9466.02,69312
"3 BHK Apartment in dattwadi, Mumbai",Mumbai,dattwadi,3,9789876,904.1,8849.56,33971
"4 BHK Apartment in kotwal nagar, Bangalore",Bangalore,kotwal nagar,4,10185433,1244.1,7505.81,43397
"3 BHK Apartment in koramangala, Bangalore",Bangalore,koramangala,3,2231968,741.3,9163.34,9452
"3 BHK Apartment in andheri east, Mumbai",Mumbai,andheri east,3,13450136,1207.8,7481.48,55814
"2 BHK Apartment in siddharth nagar, Bangalore",Bangalore,siddharth nagar,2,2946800,844.6,16100.63,11713
"3 BHK Apartment in hinjawadi phase 1, Mumbai",Mumbai,hinjawadi phase 1,3,11490606,921.5,8849.56,46428
"3 BHK Apartment in midc, Bangalore",Bangalore,midc,3,2980660,776.3,8944.72,12253
"4 BHK Apartment in malad west, Mumbai",Mumbai,malad west,4,6044242,1395.9,16379.31,20041
"3 BHK Apartment in mohan nagar co-op society, Mumbai",Mumbai,mohan nagar co-op society,3,20903702,1619.5,8016.3,71663
"4 BHK Apartment in andheri east, Mumbai",Mumbai,andheri east,4,16126767,1336.3,7238.23,63175
"4 BHK Apartment in powai, Mumbai",Mumbai,powai,4,19134405,1499,13227.89,77556
"3 BHK Apartment in deccan hills, Mumbai",Mumbai,deccan hills,3,6134134,1283.3,7542.21,22715
"4 BHK Apartment in tulaja bhawani nagar, Mumbai",Mumbai,tulaja bhawani nagar,4,9865409,1038,7843.46,38178
"2 BHK Apartment in dhayari phata, Mumbai",Mumbai,dhayari phata,2,4791300,1076.9,2750.79,20221
"4 BHK Apartment in ashok nagar, Bangalore",Bangalore,ashok nagar,4,9521048,1227.4,7312.36,37273
"4 BHK Apartment in gawade nagar, Bangalore",Bangalore,gawade nagar,4,4195935,1210.8,7338.13,19237
"3 BHK Apartment in marathahalli, Bangalore",Bangalore,marathahalli,3,12356658,1598.2,7360.74,48338
"2 BHK Apartment in tupe vasti, Bangalore",Bangalore,tupe vasti,2,38542762,1720.4,2918.18,135377
"4 BHK Apartment in hsr layout, Bangalore",Bangalore,hsr layout,4,13833481,1469.3,7238.23,57723
"2 BHK Apartment in koramangala, Bangalore",Bangalore,koramangala,2,7872436,889.4,7779.35,30553
"3 BHK Apartment in marathahalli, Bangalore",Bangalore,marathahalli,3,8734610,1189.8,7417.15,34635
"3 BHK Apartment in bellandur, Bangalore",Bangalore,bellandur,3,6820908,758.5,8665.82,26948
"4 BHK Apartment in dattwadi, Bangalore",Bangalore,dattwadi,4,3514879,1054.1,7757.65,12742
"3 BHK Apartment in rakshak nagar, Mumbai",Mumbai,rakshak nagar,3,28022030,1201.1,7253.46,107823
"3 BHK Apartment in kuthwad colony, Mumbai",Mumbai,kuthwad colony,3,3106379,791.3,7548.97,11400
"4 BHK Apartment in ram nagar, Mumbai",Mumbai,ram nagar,4,14793697,1442.7,7172.13,53942
"2 BHK Apartment in hinjawadi phase 1, Mumbai",Mumbai,hinjawadi phase 1,2,11104946,788.4,9466.92,36221
"3 BHK Apartment in alkapuri society, Mumbai",Mumbai,alkapuri society,3,15997979,1433.8,7811.45,70063
"4 BHK Apartment in whitefield, Bangalore",Bangalore,whitefield,4,25230050,1547,13652.61,108855
"3 BHK Apartment in koramangala, Bangalore",Bangalore,koramangala,3,6564624,1657.9,7554.67,27331
"3 BHK Apartment in yelahanka, Bangalore",Bangalore,yelahanka,3,9165906,1094.5,7636.14,37637
"5 BHK Apartment in electronic city, Bangalore",Bangalore,electronic city,5,13403294,1591.7,18328.65,49635
"3 BHK Apartment in deccan hills, Mumbai",Mumbai,deccan hills,3,25953805,1425.5,7542.21,102741
"3 BHK Apartment in electronic city, Bangalore",Bangalore,electronic city,3,14985153,1720.6,7172.13,53868
"3 BHK Apartment in indiranagar, Bangalore",Bangalore,indiranagar,3,32225246,1550.4,6948.36,119875
"3 BHK Apartment in saint tukaram nagar, Bangalore",Bangalore,saint tukaram nagar,3,10877935,717.1,7375.49,49268
"4 BHK Apartment in vishal nagar, Bangalore",Bangalore,vishal nagar,4,13878370,1504.9,7238.23,55710
"3 BHK Apartment in hinjawadi phase 1, Mumbai",Mumbai,hinjawadi phase 1,3,10834534,889.6,8929.65,39495
"3 BHK Apartment in bellagio, Bangalore",Bangalore,bellagio,3,5308713,693.1,7545.1,23561
"4 BHK Apartment in rakshak nagar, Bangalore",Bangalore,rakshak nagar,4,8800708,1209.6,7238.23,39890
"3 BHK Apartment in rambaug colony, Mumbai",Mumbai,rambaug colony,3,2761994,828.5,18058.97,12326
"4 BHK Apartment in dattwadi, Mumbai",Mumbai,dattwadi,4,18392090,1357,7253.46,64654
"3 BHK Apartment in marathahalli, Bangalore",Bangalore,marathahalli,3,13648977,1365.2,3647.1,60501
"3 BHK Apartment in mohan nagar co-op society, Mumbai",Mumbai,mohan nagar co-op society,3,21682905,1654.3,7323.57,91894
"3 BHK Apartment in kotwal nagar, Mumbai",Mumbai,kotwal nagar,3,8230203,710.6,8173.97,31540
"3 BHK Apartment in hinjawadi phase 1, Bangalore",Bangalore,hinjawadi phase 1,3,7300447,973.7,8849.56,29007
"2 BHK Apartment in malad west, Mumbai",Mumbai,malad west,2,9445030,830.9,9416.87,36570
